NÚMERO FATURA CLIENTE;CONCEITO;CLIENTE;PROVÍNCIA;SETOR;IMPORTE CLIENTE;DATA FATURA CLIENTE;PAGAMENTO CLIENTE;FORNECEDOR;ZONA;TIPO;IMPORTE FORNECEDOR
510;EQUIPES;CLIENTE-0010;MADRI;BANCO; 5.000,00 € ;21/05/2019;NÃO;PROV-004;ZONA 1;EXTERNO; 1.250,00 € 
511;PROGRAMA;CLIENTE-0001;MADRI;METAL; 6.500,00 € ;20/12/2020;NÃO;PROV-004;ZONA 1;EXTERNO; 1.625,00 € 
512;FORMAÇÃO;CLIENTE-0002;ALICANTE;CONSTRUÇÃO; 8.500,00 € ;10/03/2021;SIM;PROV-004;ZONA 1;EXTERNO; 2.125,00 € 
513;CONSULTORIA;CLIENTE-0003;MADRI;CONSTRUÇÃO; 1.200,00 € ;07/02/2019;SIM;PROV-005;ZONA 2;INTERNO; 300,00 € 
514;DESENVOLVIMENTO;CLIENTE-0004;MADRI;CONSTRUÇÃO; 300,00 € ;05/07/2021;SIM;PROV-003;ZONA 2;INTERNO; 75,00 € 
515;PROJETO;CLIENTE-0005;BARCELONA;METAL; 200,00 € ;26/01/2021;SIM;PROV-005;ZONA 2;INTERNO; 50,00 € 
516;EQUIPES;CLIENTE-0006;BARCELONA;BANCO; 150,00 € ;10/11/2020;SIM;PROV-005;ZONA 2;INTERNO; 37,50 € 
517;PROGRAMA;CLIENTE-0007;BARCELONA;BANCO; 120,00 € ;19/08/2021;SIM;PROV-003;ZONA 2;INTERNO; 30,00 € 
518;PROJETO;CLIENTE-0008;ALICANTE;METAL; 300,00 € ;16/05/2021;SIM;PROV-005;ZONA 2;INTERNO; 75,00 € 
519;EQUIPES;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 350,00 € ;12/07/2021;SIM;PROV-003;ZONA 2;INTERNO; 87,50 € 
520;PROGRAMA;CLIENTE-0010;MADRI;BANCO; 300,00 € ;15/04/2019;SIM;PROV-005;ZONA 2;INTERNO; 75,00 € 
521;FORMAÇÃO;CLIENTE-0004;MADRI;CONSTRUÇÃO; 120,00 € ;27/12/2019;SIM;PROV-005;ZONA 2;INTERNO; 30,00 € 
522;CONSULTORIA;CLIENTE-0005;BARCELONA;METAL; 150,00 € ;16/03/2019;SIM;PROV-003;ZONA 2;INTERNO; 37,50 € 
523;DESENVOLVIMENTO;CLIENTE-0006;BARCELONA;BANCO; 1.200,00 € ;15/09/2020;SIM;PROV-001;ZONA 1;EXTERNO; 300,00 € 
524;PROJETO;CLIENTE-0007;BARCELONA;BANCO; 800,00 € ;28/03/2020;SIM;PROV-002;ZONA 1;EXTERNO; 200,00 € 
525;EQUIPES;CLIENTE-0003;MADRI;CONSTRUÇÃO; 750,00 € ;15/08/2020;SIM;PROV-001;ZONA 1;EXTERNO; 187,50 € 
526;CONSULTORIA;CLIENTE-0004;MADRI;CONSTRUÇÃO; 4.500,00 € ;03/03/2019;SIM;PROV-005;ZONA 2;INTERNO; 1.125,00 € 
527;DESENVOLVIMENTO;CLIENTE-0005;BARCELONA;METAL; 500,00 € ;06/01/2020;SIM;PROV-003;ZONA 2;INTERNO; 125,00 € 
528;PROJETO;CLIENTE-0005;BARCELONA;METAL; 750,00 € ;10/08/2021;SIM;PROV-005;ZONA 2;INTERNO; 300,00 € 
529;EQUIPES;CLIENTE-0006;BARCELONA;BANCO; 950,00 € ;19/05/2021;SIM;PROV-005;ZONA 2;INTERNO; 380,00 € 
530;PROGRAMA;CLIENTE-0007;BARCELONA;BANCO; 680,00 € ;14/03/2020;SIM;PROV-003;ZONA 2;INTERNO; 272,00 € 
531;FORMAÇÃO;CLIENTE-0008;ALICANTE;METAL; 950,00 € ;27/05/2019;SIM;PROV-005;ZONA 2;INTERNO; 427,50 € 
532;CONSULTORIA;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 1.500,00 € ;23/10/2020;SIM;PROV-003;ZONA 2;INTERNO; 675,00 € 
533;DESENVOLVIMENTO;CLIENTE-0010;MADRI;BANCO; 5.000,00 € ;01/05/2020;NÃO;PROV-005;ZONA 2;INTERNO; 2.250,00 € 
534;PROJETO;CLIENTE-0001;MADRI;METAL; 6.500,00 € ;16/06/2019;NÃO;PROV-005;ZONA 2;INTERNO; 2.925,00 € 
535;EQUIPES;CLIENTE-0010;MADRI;BANCO; 8.500,00 € ;14/09/2019;NÃO;PROV-003;ZONA 2;INTERNO; 3.825,00 € 
536;PROGRAMA;CLIENTE-0001;MADRI;METAL; 1.200,00 € ;26/01/2020;NÃO;PROV-001;ZONA 1;EXTERNO; 540,00 € 
537;FORMAÇÃO;CLIENTE-0002;ALICANTE;CONSTRUÇÃO; 300,00 € ;17/09/2019;NÃO;PROV-002;ZONA 1;EXTERNO; 135,00 € 
538;CONSULTORIA;CLIENTE-0003;MADRI;CONSTRUÇÃO; 200,00 € ;14/08/2019;NÃO;PROV-001;ZONA 1;EXTERNO; 90,00 € 
539;DESENVOLVIMENTO;CLIENTE-0004;MADRI;CONSTRUÇÃO; 150,00 € ;14/11/2020;NÃO;PROV-004;ZONA 1;EXTERNO; 67,50 € 
540;PROJETO;CLIENTE-0005;BARCELONA;METAL; 120,00 € ;22/04/2019;SIM;PROV-004;ZONA 1;EXTERNO; 54,00 € 
541;EQUIPES;CLIENTE-0006;BARCELONA;BANCO; 300,00 € ;23/01/2020;SIM;PROV-004;ZONA 1;EXTERNO; 135,00 € 
542;PROGRAMA;CLIENTE-0007;BARCELONA;BANCO; 350,00 € ;23/06/2020;SIM;PROV-004;ZONA 1;EXTERNO; 157,50 € 
543;FORMAÇÃO;CLIENTE-0008;ALICANTE;METAL; 300,00 € ;16/09/2020;SIM;PROV-004;ZONA 1;EXTERNO; 135,00 € 
544;CONSULTORIA;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 120,00 € ;12/11/2020;SIM;PROV-005;ZONA 2;INTERNO; 54,00 € 
545;DESENVOLVIMENTO;CLIENTE-0010;MADRI;BANCO; 150,00 € ;20/11/2020;SIM;PROV-003;ZONA 2;INTERNO; 67,50 € 
546;PROJETO;CLIENTE-0004;MADRI;CONSTRUÇÃO; 8.500,00 € ;17/12/2020;SIM;PROV-005;ZONA 2;INTERNO; 3.825,00 € 
547;EQUIPES;CLIENTE-0005;BARCELONA;METAL; 1.200,00 € ;17/05/2021;NÃO;PROV-005;ZONA 2;INTERNO; 540,00 € 
548;PROGRAMA;CLIENTE-0005;BARCELONA;METAL; 300,00 € ;30/12/2019;NÃO;PROV-003;ZONA 2;INTERNO; 135,00 € 
549;FORMAÇÃO;CLIENTE-0006;BARCELONA;BANCO; 200,00 € ;04/12/2021;NÃO;PROV-005;ZONA 2;INTERNO; 90,00 € 
550;CONSULTORIA;CLIENTE-0007;BARCELONA;BANCO; 150,00 € ;13/12/2020;NÃO;PROV-003;ZONA 2;INTERNO; 67,50 € 
551;DESENVOLVIMENTO;CLIENTE-0008;ALICANTE;METAL; 120,00 € ;25/12/2021;NÃO;PROV-005;ZONA 2;INTERNO; 54,00 € 
552;PROJETO;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 300,00 € ;11/10/2019;NÃO;PROV-005;ZONA 2;INTERNO; 135,00 € 
553;EQUIPES;CLIENTE-0010;MADRI;BANCO; 350,00 € ;13/12/2019;SIM;PROV-003;ZONA 2;INTERNO; 157,50 € 
554;PROGRAMA;CLIENTE-0001;MADRI;METAL; 300,00 € ;08/05/2020;SIM;PROV-001;ZONA 1;EXTERNO; 135,00 € 
555;FORMAÇÃO;CLIENTE-0010;MADRI;BANCO; 120,00 € ;18/04/2021;SIM;PROV-002;ZONA 1;EXTERNO; 54,00 € 
556;CONSULTORIA;CLIENTE-0001;MADRI;METAL; 150,00 € ;12/09/2019;SIM;PROV-001;ZONA 1;EXTERNO; 67,50 € 
557;DESENVOLVIMENTO;CLIENTE-0002;ALICANTE;CONSTRUÇÃO; 1.200,00 € ;05/11/2019;SIM;PROV-005;ZONA 2;INTERNO; 540,00 € 
558;PROJETO;CLIENTE-0003;MADRI;CONSTRUÇÃO; 800,00 € ;24/01/2020;SIM;PROV-003;ZONA 2;INTERNO; 240,00 € 
559;EQUIPES;CLIENTE-0004;MADRI;CONSTRUÇÃO; 750,00 € ;26/07/2021;SIM;PROV-005;ZONA 2;INTERNO; 225,00 € 
560;CONSULTORIA;CLIENTE-0005;BARCELONA;METAL; 4.500,00 € ;19/08/2020;SIM;PROV-005;ZONA 2;INTERNO; 1.350,00 € 
561;DESENVOLVIMENTO;CLIENTE-0006;BARCELONA;BANCO; 500,00 € ;25/06/2019;SIM;PROV-003;ZONA 2;INTERNO; 150,00 € 
562;PROJETO;CLIENTE-0007;BARCELONA;BANCO; 750,00 € ;24/08/2019;SIM;PROV-005;ZONA 2;INTERNO; 225,00 € 
563;EQUIPES;CLIENTE-0008;ALICANTE;METAL; 950,00 € ;23/03/2021;SIM;PROV-003;ZONA 2;INTERNO; 285,00 € 
564;PROGRAMA;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 680,00 € ;02/10/2021;SIM;PROV-005;ZONA 2;INTERNO; 204,00 € 
565;FORMAÇÃO;CLIENTE-0010;MADRI;BANCO; 950,00 € ;09/09/2021;SIM;PROV-005;ZONA 2;INTERNO; 285,00 € 
566;CONSULTORIA;CLIENTE-0004;MADRI;CONSTRUÇÃO; 1.500,00 € ;30/06/2019;SIM;PROV-003;ZONA 2;INTERNO; 450,00 € 
567;DESENVOLVIMENTO;CLIENTE-0005;BARCELONA;METAL; 5.000,00 € ;29/10/2019;SIM;PROV-001;ZONA 1;EXTERNO; 1.500,00 € 
568;PROJETO;CLIENTE-0005;BARCELONA;METAL; 6.500,00 € ;19/07/2020;SIM;PROV-002;ZONA 1;EXTERNO; 1.950,00 € 
569;EQUIPES;CLIENTE-0006;BARCELONA;BANCO; 1.200,00 € ;08/08/2021;SIM;PROV-001;ZONA 1;EXTERNO; 360,00 € 
570;PROGRAMA;CLIENTE-0007;BARCELONA;BANCO; 800,00 € ;19/01/2020;SIM;PROV-004;ZONA 1;EXTERNO; 240,00 € 
571;FORMAÇÃO;CLIENTE-0008;ALICANTE;METAL; 750,00 € ;23/03/2019;SIM;PROV-004;ZONA 1;EXTERNO; 225,00 € 
572;CONSULTORIA;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 4.500,00 € ;14/07/2021;SIM;PROV-004;ZONA 1;EXTERNO; 1.350,00 € 
573;DESENVOLVIMENTO;CLIENTE-0010;MADRI;BANCO; 500,00 € ;15/09/2020;SIM;PROV-004;ZONA 1;EXTERNO; 150,00 € 
574;PROJETO;CLIENTE-0001;MADRI;METAL; 750,00 € ;25/02/2019;NÃO;PROV-004;ZONA 1;EXTERNO; 225,00 € 
575;EQUIPES;CLIENTE-0010;MADRI;BANCO; 950,00 € ;18/11/2020;NÃO;PROV-005;ZONA 2;INTERNO; 285,00 € 
576;PROGRAMA;CLIENTE-0001;MADRI;METAL; 680,00 € ;07/08/2020;NÃO;PROV-003;ZONA 2;INTERNO; 204,00 € 
577;FORMAÇÃO;CLIENTE-0002;ALICANTE;CONSTRUÇÃO; 950,00 € ;29/11/2020;NÃO;PROV-005;ZONA 2;INTERNO; 285,00 € 
578;CONSULTORIA;CLIENTE-0003;MADRI;CONSTRUÇÃO; 1.500,00 € ;23/08/2019;NÃO;PROV-005;ZONA 2;INTERNO; 450,00 € 
579;DESENVOLVIMENTO;CLIENTE-0004;MADRI;CONSTRUÇÃO; 5.000,00 € ;27/02/2021;NÃO;PROV-003;ZONA 2;INTERNO; 1.500,00 € 
580;DESENVOLVIMENTO;CLIENTE-0005;BARCELONA;METAL; 6.500,00 € ;21/04/2020;NÃO;PROV-005;ZONA 2;INTERNO; 1.950,00 € 
581;PROJETO;CLIENTE-0006;BARCELONA;BANCO; 8.500,00 € ;31/07/2020;SIM;PROV-003;ZONA 2;INTERNO; 2.550,00 € 
582;EQUIPES;CLIENTE-0007;BARCELONA;BANCO; 1.200,00 € ;10/07/2021;SIM;PROV-005;ZONA 2;INTERNO; 360,00 € 
583;PROGRAMA;CLIENTE-0008;ALICANTE;METAL; 300,00 € ;24/06/2021;SIM;PROV-005;ZONA 2;INTERNO; 90,00 € 
584;FORMAÇÃO;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 200,00 € ;25/09/2020;SIM;PROV-003;ZONA 2;INTERNO; 60,00 € 
585;CONSULTORIA;CLIENTE-0010;MADRI;BANCO; 150,00 € ;27/03/2020;SIM;PROV-001;ZONA 1;EXTERNO; 45,00 € 
586;DESENVOLVIMENTO;CLIENTE-0004;MADRI;CONSTRUÇÃO; 120,00 € ;19/01/2021;SIM;PROV-002;ZONA 1;EXTERNO; 36,00 € 
587;PROJETO;CLIENTE-0005;BARCELONA;METAL; 300,00 € ;03/03/2020;SIM;PROV-001;ZONA 1;EXTERNO; 90,00 € 
588;EQUIPES;CLIENTE-0005;BARCELONA;METAL; 350,00 € ;26/07/2020;SIM;PROV-005;ZONA 2;INTERNO; 105,00 € 
589;PROGRAMA;CLIENTE-0006;BARCELONA;BANCO; 300,00 € ;03/09/2021;SIM;PROV-003;ZONA 2;INTERNO; 90,00 € 
590;FORMAÇÃO;CLIENTE-0007;BARCELONA;BANCO; 120,00 € ;03/05/2019;SIM;PROV-005;ZONA 2;INTERNO; 36,00 € 
591;CONSULTORIA;CLIENTE-0008;ALICANTE;METAL; 150,00 € ;11/02/2020;SIM;PROV-005;ZONA 2;INTERNO; 45,00 € 
592;DESENVOLVIMENTO;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 1.200,00 € ;12/04/2019;SIM;PROV-003;ZONA 2;INTERNO; 360,00 € 
593;PROJETO;CLIENTE-0010;MADRI;BANCO; 800,00 € ;02/04/2020;SIM;PROV-005;ZONA 2;INTERNO; 240,00 € 
594;EQUIPES;CLIENTE-0001;MADRI;METAL; 750,00 € ;02/11/2021;SIM;PROV-003;ZONA 2;INTERNO; 225,00 € 
595;CONSULTORIA;CLIENTE-0010;MADRI;BANCO; 4.500,00 € ;19/12/2020;SIM;PROV-005;ZONA 2;INTERNO; 1.350,00 € 
596;DESENVOLVIMENTO;CLIENTE-0001;MADRI;METAL; 500,00 € ;23/01/2020;SIM;PROV-005;ZONA 2;INTERNO; 150,00 € 
597;PROJETO;CLIENTE-0002;ALICANTE;CONSTRUÇÃO; 750,00 € ;26/09/2019;SIM;PROV-003;ZONA 2;INTERNO; 225,00 € 
598;EQUIPES;CLIENTE-0003;MADRI;CONSTRUÇÃO; 950,00 € ;31/05/2021;SIM;PROV-001;ZONA 1;EXTERNO; 285,00 € 
599;PROGRAMA;CLIENTE-0004;MADRI;CONSTRUÇÃO; 680,00 € ;29/12/2021;SIM;PROV-002;ZONA 1;EXTERNO; 204,00 € 
600;FORMAÇÃO;CLIENTE-0005;BARCELONA;METAL; 950,00 € ;03/03/2021;SIM;PROV-001;ZONA 1;EXTERNO; 285,00 € 
601;CONSULTORIA;CLIENTE-0006;BARCELONA;BANCO; 1.500,00 € ;07/06/2021;SIM;PROV-004;ZONA 1;EXTERNO; 450,00 € 
602;DESENVOLVIMENTO;CLIENTE-0007;BARCELONA;BANCO; 5.000,00 € ;18/03/2019;SIM;PROV-004;ZONA 1;EXTERNO; 1.500,00 € 
603;PROJETO;CLIENTE-0008;ALICANTE;METAL; 6.500,00 € ;08/02/2019;NÃO;PROV-004;ZONA 1;EXTERNO; 1.625,00 € 
604;EQUIPES;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 8.500,00 € ;10/01/2021;NÃO;PROV-005;ZONA 2;INTERNO; 2.125,00 € 
605;PROGRAMA;CLIENTE-0010;MADRI;BANCO; 1.200,00 € ;16/05/2021;NÃO;PROV-005;ZONA 2;INTERNO; 300,00 € 
606;PROJETO;CLIENTE-0004;MADRI;CONSTRUÇÃO; 300,00 € ;07/05/2019;NÃO;PROV-003;ZONA 2;INTERNO; 75,00 € 
607;EQUIPES;CLIENTE-0005;BARCELONA;METAL; 200,00 € ;03/04/2020;NÃO;PROV-005;ZONA 2;INTERNO; 50,00 € 
608;PROGRAMA;CLIENTE-0006;BARCELONA;BANCO; 150,00 € ;01/02/2019;NÃO;PROV-005;ZONA 2;INTERNO; 37,50 € 
609;FORMAÇÃO;CLIENTE-0007;BARCELONA;BANCO; 120,00 € ;13/02/2020;NÃO;PROV-003;ZONA 2;INTERNO; 30,00 € 
610;CONSULTORIA;CLIENTE-0003;MADRI;CONSTRUÇÃO; 300,00 € ;11/02/2020;SIM;PROV-005;ZONA 2;INTERNO; 75,00 € 
611;DESENVOLVIMENTO;CLIENTE-0004;MADRI;CONSTRUÇÃO; 350,00 € ;04/10/2019;SIM;PROV-003;ZONA 2;INTERNO; 87,50 € 
612;PROJETO;CLIENTE-0005;BARCELONA;METAL; 300,00 € ;19/12/2020;SIM;PROV-005;ZONA 2;INTERNO; 75,00 € 
613;EQUIPES;CLIENTE-0005;BARCELONA;METAL; 120,00 € ;16/04/2021;SIM;PROV-005;ZONA 2;INTERNO; 30,00 € 
614;CONSULTORIA;CLIENTE-0006;BARCELONA;BANCO; 150,00 € ;15/01/2020;SIM;PROV-003;ZONA 2;INTERNO; 37,50 € 
615;DESENVOLVIMENTO;CLIENTE-0007;BARCELONA;BANCO; 8.500,00 € ;24/07/2020;SIM;PROV-001;ZONA 1;EXTERNO; 2.125,00 € 
616;PROJETO;CLIENTE-0008;ALICANTE;METAL; 1.200,00 € ;21/12/2019;SIM;PROV-002;ZONA 1;EXTERNO; 300,00 € 
617;EQUIPES;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 300,00 € ;30/06/2020;NÃO;PROV-001;ZONA 1;EXTERNO; 75,00 € 
618;PROGRAMA;CLIENTE-0010;MADRI;BANCO; 200,00 € ;16/04/2021;NÃO;PROV-004;ZONA 1;EXTERNO; 50,00 € 
619;FORMAÇÃO;CLIENTE-0001;MADRI;METAL; 150,00 € ;26/06/2020;NÃO;PROV-004;ZONA 1;EXTERNO; 37,50 € 
620;CONSULTORIA;CLIENTE-0010;MADRI;BANCO; 120,00 € ;18/01/2021;NÃO;PROV-004;ZONA 1;EXTERNO; 30,00 € 
621;DESENVOLVIMENTO;CLIENTE-0001;MADRI;METAL; 300,00 € ;19/05/2019;NÃO;PROV-004;ZONA 1;EXTERNO; 75,00 € 
622;PROJETO;CLIENTE-0002;ALICANTE;CONSTRUÇÃO; 350,00 € ;28/10/2020;NÃO;PROV-004;ZONA 1;EXTERNO; 87,50 € 
623;EQUIPES;CLIENTE-0003;MADRI;CONSTRUÇÃO; 300,00 € ;14/01/2021;SIM;PROV-005;ZONA 2;INTERNO; 75,00 € 
624;PROGRAMA;CLIENTE-0004;MADRI;CONSTRUÇÃO; 120,00 € ;28/09/2020;SIM;PROV-003;ZONA 2;INTERNO; 30,00 € 
625;FORMAÇÃO;CLIENTE-0005;BARCELONA;METAL; 150,00 € ;06/05/2019;SIM;PROV-005;ZONA 2;INTERNO; 37,50 € 
626;CONSULTORIA;CLIENTE-0006;BARCELONA;BANCO; 1.200,00 € ;24/08/2020;SIM;PROV-005;ZONA 2;INTERNO; 300,00 € 
627;DESENVOLVIMENTO;CLIENTE-0007;BARCELONA;BANCO; 800,00 € ;08/01/2019;SIM;PROV-003;ZONA 2;INTERNO; 200,00 € 
628;PROJETO;CLIENTE-0008;ALICANTE;METAL; 750,00 € ;17/08/2020;SIM;PROV-005;ZONA 2;INTERNO; 187,50 € 
629;EQUIPES;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 4.500,00 € ;06/08/2019;SIM;PROV-003;ZONA 2;INTERNO; 1.125,00 € 
630;PROGRAMA;CLIENTE-0010;MADRI;BANCO; 500,00 € ;20/02/2021;SIM;PROV-005;ZONA 2;INTERNO; 125,00 € 
631;FORMAÇÃO;CLIENTE-0004;MADRI;CONSTRUÇÃO; 750,00 € ;12/09/2021;SIM;PROV-005;ZONA 2;INTERNO; 187,50 € 
632;CONSULTORIA;CLIENTE-0005;BARCELONA;METAL; 950,00 € ;23/01/2020;SIM;PROV-003;ZONA 2;INTERNO; 237,50 € 
633;DESENVOLVIMENTO;CLIENTE-0005;BARCELONA;METAL; 680,00 € ;11/01/2019;SIM;PROV-001;ZONA 1;EXTERNO; 170,00 € 
634;PROJETO;CLIENTE-0006;BARCELONA;BANCO; 120,00 € ;22/04/2019;SIM;PROV-002;ZONA 1;EXTERNO; 30,00 € 
635;EQUIPES;CLIENTE-0007;BARCELONA;BANCO; 150,00 € ;12/06/2021;SIM;PROV-001;ZONA 1;EXTERNO; 37,50 € 
636;PROGRAMA;CLIENTE-0008;ALICANTE;METAL; 1.200,00 € ;09/02/2020;SIM;PROV-005;ZONA 2;INTERNO; 300,00 € 
637;FORMAÇÃO;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 800,00 € ;11/11/2020;SIM;PROV-005;ZONA 2;INTERNO; 200,00 € 
638;CONSULTORIA;CLIENTE-0010;MADRI;BANCO; 750,00 € ;23/06/2021;SIM;PROV-003;ZONA 2;INTERNO; 300,00 € 
639;DESENVOLVIMENTO;CLIENTE-0001;MADRI;METAL; 4.500,00 € ;14/02/2019;SIM;PROV-005;ZONA 2;INTERNO; 1.800,00 € 
640;PROJETO;CLIENTE-0010;MADRI;BANCO; 500,00 € ;24/02/2021;SIM;PROV-003;ZONA 2;INTERNO; 200,00 € 
641;EQUIPES;CLIENTE-0001;MADRI;METAL; 750,00 € ;25/08/2021;SIM;PROV-005;ZONA 2;INTERNO; 300,00 € 
642;PROGRAMA;CLIENTE-0002;ALICANTE;CONSTRUÇÃO; 950,00 € ;18/04/2019;SIM;PROV-005;ZONA 2;INTERNO; 380,00 € 
643;FORMAÇÃO;CLIENTE-0003;MADRI;CONSTRUÇÃO; 680,00 € ;31/01/2020;SIM;PROV-003;ZONA 2;INTERNO; 272,00 € 
644;CONSULTORIA;CLIENTE-0004;MADRI;CONSTRUÇÃO; 950,00 € ;04/05/2021;NÃO;PROV-001;ZONA 1;EXTERNO; 380,00 € 
645;DESENVOLVIMENTO;CLIENTE-0005;BARCELONA;METAL; 1.500,00 € ;25/07/2021;NÃO;PROV-002;ZONA 1;EXTERNO; 600,00 € 
646;PROJETO;CLIENTE-0006;BARCELONA;BANCO; 5.000,00 € ;23/08/2021;NÃO;PROV-001;ZONA 1;EXTERNO; 2.000,00 € 
647;EQUIPES;CLIENTE-0007;BARCELONA;BANCO; 6.500,00 € ;23/05/2019;NÃO;PROV-005;ZONA 2;INTERNO; 2.600,00 € 
648;CONSULTORIA;CLIENTE-0008;ALICANTE;METAL; 8.500,00 € ;07/12/2020;NÃO;PROV-003;ZONA 2;INTERNO; 3.400,00 € 
649;DESENVOLVIMENTO;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 1.200,00 € ;03/01/2019;NÃO;PROV-005;ZONA 2;INTERNO; 480,00 € 
650;PROJETO;CLIENTE-0010;MADRI;BANCO; 300,00 € ;24/06/2019;NÃO;PROV-005;ZONA 2;INTERNO; 120,00 € 
651;EQUIPES;CLIENTE-0004;MADRI;CONSTRUÇÃO; 200,00 € ;31/05/2019;SIM;PROV-003;ZONA 2;INTERNO; 80,00 € 
652;PROGRAMA;CLIENTE-0010;MADRI;BANCO; 150,00 € ;20/11/2019;SIM;PROV-005;ZONA 2;INTERNO; 60,00 € 
653;FORMAÇÃO;CLIENTE-0001;MADRI;METAL; 120,00 € ;18/05/2021;SIM;PROV-003;ZONA 2;INTERNO; 48,00 € 
654;CONSULTORIA;CLIENTE-0010;MADRI;BANCO; 300,00 € ;28/01/2021;SIM;PROV-005;ZONA 2;INTERNO; 120,00 € 
655;DESENVOLVIMENTO;CLIENTE-0001;MADRI;METAL; 350,00 € ;10/05/2020;SIM;PROV-005;ZONA 2;INTERNO; 140,00 € 
656;PROJETO;CLIENTE-0002;ALICANTE;CONSTRUÇÃO; 300,00 € ;26/04/2020;SIM;PROV-003;ZONA 2;INTERNO; 120,00 € 
657;EQUIPES;CLIENTE-0010;MADRI;BANCO; 120,00 € ;06/08/2020;SIM;PROV-001;ZONA 1;EXTERNO; 48,00 € 
658;PROGRAMA;CLIENTE-0004;MADRI;CONSTRUÇÃO; 150,00 € ;31/12/2019;SIM;PROV-002;ZONA 1;EXTERNO; 60,00 € 
659;FORMAÇÃO;CLIENTE-0005;BARCELONA;METAL; 8.500,00 € ;15/09/2019;SIM;PROV-001;ZONA 1;EXTERNO; 3.400,00 € 
660;CONSULTORIA;CLIENTE-0005;BARCELONA;METAL; 1.200,00 € ;26/01/2021;SIM;PROV-004;ZONA 1;EXTERNO; 480,00 € 
661;DESENVOLVIMENTO;CLIENTE-0006;BARCELONA;BANCO; 300,00 € ;05/01/2020;SIM;PROV-004;ZONA 1;EXTERNO; 120,00 € 
662;PROJETO;CLIENTE-0007;BARCELONA;BANCO; 200,00 € ;02/10/2020;SIM;PROV-004;ZONA 1;EXTERNO; 80,00 € 
663;EQUIPES;CLIENTE-0008;ALICANTE;METAL; 150,00 € ;25/08/2021;SIM;PROV-004;ZONA 1;EXTERNO; 60,00 € 
664;PROGRAMA;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 120,00 € ;07/11/2020;SIM;PROV-004;ZONA 1;EXTERNO; 48,00 € 
665;FORMAÇÃO;CLIENTE-0010;MADRI;BANCO; 300,00 € ;01/09/2020;SIM;PROV-005;ZONA 2;INTERNO; 120,00 € 
666;CONSULTORIA;CLIENTE-0001;MADRI;METAL; 350,00 € ;02/03/2021;SIM;PROV-003;ZONA 2;INTERNO; 140,00 € 
667;DESENVOLVIMENTO;CLIENTE-0010;MADRI;BANCO; 8.500,00 € ;08/10/2020;SIM;PROV-005;ZONA 2;INTERNO; 3.400,00 € 
668;EQUIPES;CLIENTE-0001;MADRI;METAL; 1.200,00 € ;21/02/2019;SIM;PROV-005;ZONA 2;INTERNO; 480,00 € 
669;PROGRAMA;CLIENTE-0002;ALICANTE;CONSTRUÇÃO; 300,00 € ;15/07/2019;SIM;PROV-003;ZONA 2;INTERNO; 120,00 € 
670;EQUIPES;CLIENTE-0003;MADRI;CONSTRUÇÃO; 200,00 € ;30/06/2019;SIM;PROV-005;ZONA 2;INTERNO; 80,00 € 
671;PROGRAMA;CLIENTE-0004;MADRI;CONSTRUÇÃO; 150,00 € ;29/06/2021;NÃO;PROV-003;ZONA 2;INTERNO; 60,00 € 
672;FORMAÇÃO;CLIENTE-0005;BARCELONA;METAL; 120,00 € ;23/01/2021;NÃO;PROV-005;ZONA 2;INTERNO; 54,00 € 
673;CONSULTORIA;CLIENTE-0006;BARCELONA;BANCO; 300,00 € ;28/03/2020;NÃO;PROV-005;ZONA 2;INTERNO; 135,00 € 
674;DESENVOLVIMENTO;CLIENTE-0007;BARCELONA;BANCO; 350,00 € ;26/05/2021;NÃO;PROV-003;ZONA 2;INTERNO; 157,50 € 
675;PROJETO;CLIENTE-0008;ALICANTE;METAL; 300,00 € ;14/12/2019;NÃO;PROV-001;ZONA 1;EXTERNO; 135,00 € 
676;EQUIPES;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 120,00 € ;19/01/2021;NÃO;PROV-002;ZONA 1;EXTERNO; 54,00 € 
677;CONSULTORIA;CLIENTE-0010;MADRI;BANCO; 150,00 € ;04/10/2019;NÃO;PROV-001;ZONA 1;EXTERNO; 67,50 € 
678;DESENVOLVIMENTO;CLIENTE-0004;MADRI;CONSTRUÇÃO; 1.200,00 € ;03/01/2019;SIM;PROV-005;ZONA 2;INTERNO; 540,00 € 
679;PROJETO;CLIENTE-0005;BARCELONA;METAL; 800,00 € ;24/08/2020;SIM;PROV-003;ZONA 2;INTERNO; 360,00 € 
